TICKETS,FECHA,ZONAS,SUCURSALES,TECNICO REFERENTE,TRABAJO,PRIORIDAD,RUBRO,ESTADO,,CHECKLIST,TICKET RELACIONADO,OBSERVACIONES,RESPONSABLE,PRESUPUESTO,N PRESUP,IMAGEN,DIRECCION
0322-56937,25/3/2022,OESTE,CDP Morón/Entre Rios 1036/56,Encalada Roberto Nahuel,Tomas,Emerg prog,ELECTRICIDAD,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNB_6U9JXhyhpq_ze47uuj1AVfYTZnVQjEvEd7a=w480-h240-k-no,"Entre Ríos 1098, B1708DRO Morón, Provincia de Buenos Aires"
0322-56938,25/3/2022,CABA,Parque Centenario,Aquino Diego Daniel,Cortina,Emerg prog,ELECTRICIDAD,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vClAk8bxr0i4O_tqBsUfTQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=155.2064&pitch=0&thumbfov=100,"Av. Angel Gallardo 756, C1405DJU CABA"
0322-56939,25/3/2022,EDIFICIOS,Planta Tortuguitas,Rodriguez Basualdo Jose Luis,Armado de mobiliario/Carolina Diaz,Normal,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPqv3sg6IYJHzQwMqZ16zY_RyrfO09qdvbK5X-f=w408-h306-k-no,"B1667JHH, Estados Unidos 4602-5100, B1667JHH Area de Promoción El Triángulo, Provincia de Buenos Aires"
0322-56940,25/3/2022,SUR,Gerli,Sarmiento Ariel,Pasa paquetes,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,SUC_Images/205.IMAGEN.014820.png,"Av. Hipólito Yrigoyen 2317, B1823 Gerli, Provincia de Buenos Aires"
0322-56941,25/3/2022,EDIFICIOS,Planta Tortuguitas,Rodriguez Basualdo Jose Luis,Bastidores y tapas,Emerg. Alta,VARIOS,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPqv3sg6IYJHzQwMqZ16zY_RyrfO09qdvbK5X-f=w408-h306-k-no,"B1667JHH, Estados Unidos 4602-5100, B1667JHH Area de Promoción El Triángulo, Provincia de Buenos Aires"
0322-56942,25/3/2022,CABA,Abasto,Aquino Diego Daniel,Tubos y picaporte,Normal,VARIOS,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7iDLN9ukuGxTUEDuSsQOGg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=196.8028&pitch=0&thumbfov=100,"Av. Corrientes 3702, C1194AAQ CABA"
0322-56943,25/3/2022,OESTE,CDD Morón,Encalada Roberto Nahuel,Timbre y luminarias sector paquetería,Normal,VARIOS,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XTLs7xW8AKbn_6tXGOALqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.12897&pitch=0&thumbfov=100,"República Oriental del Uruguay 346, B1708JFH Morón, Provincia de Buenos Aires"
0322-56944,25/3/2022,EDIFICIOS,Edificio French,Aquino Diego Daniel,Fotocélulas/Ramponi,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
0322-56945,25/3/2022,SUR,CDD Quilmes Este,Sarmiento Ariel,Luminarias,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dZv6ai1wLHs2gVOccxoyvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=8.439594&pitch=0&thumbfov=100,"Humberto Primo 336, Quilmes, Provincia de Buenos Aires"
0322-56946,25/3/2022,SUR,Quilmes Oeste,Sarmiento Ariel,Sin luz,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ls-HueppvZVp4L7L6M8QyQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=136.50305&pitch=0&thumbfov=100,"Av. 12 de Octubre 1964, B1879 Quilmes Oeste, Provincia de Buenos Aires"
0322-56947,25/3/2022,EDIFICIOS,Edificio French,Aquino Diego Daniel,Cerradura armario/Vanina Barreiro,Normal,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
0322-56948,25/3/2022,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Termo/Arlia (int. 1263/1234),Emerg prog,ELECTRICIDAD,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0322-56949,25/3/2022,SUR,Avellaneda,Sarmiento Ariel,Depósitos/Laura Bataglio,Normal,SANITARIO,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3T2e606HpSxq3XihZOis2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=49.775326&pitch=0&thumbfov=100,"Av. Manuel Belgrano 390, B1870 Avellaneda, Provincia de Buenos Aires"
0322-56950,28/3/2022,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Tubos/Luis Brescia,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0322-56951,28/3/2022,NORTE,CDD Villa Ballester,Cuello Francisco Waldemar,Canilla,Emerg prog,SANITARIO,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOUI-r4mjUthpEO36SDKWYexyJnEOdoiwjQ-ONR=w426-h240-k-no,"República 5363, Villa Ballester, Provincia de Buenos Aires"
0322-56952,28/3/2022,NORTE,CDD Don Torcuato,Cuello Francisco Waldemar,Mochilas,Emerg prog,SANITARIO,REALIZADO,,,,,,,,SUC_Images/139.IMAGEN.003223.png,Av. Alvear 1656 (Ruta 202)
0322-56953,28/3/2022,CABA,Coghlan,Aquino Diego Daniel,Sin luz en el subsuelo,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6g2OQYyohI9qPCUINGUc8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=321.93668&pitch=0&thumbfov=100,"Av. Monroe 3381, C1430BKN CABA"
0322-56954,28/3/2022,NORTE,San Miguel,Encalada Roberto Nahuel,Trabajos varios,Emerg prog,VARIOS,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=b48Uom8oXnzHV-7P2e3Wiw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=310.0047&pitch=0&thumbfov=100,"Belgrano 1398, B1663 San Miguel, Provincia de Buenos Aires"
0322-56955,28/3/2022,NORTE,Olivos,Cuello Francisco Waldemar,Baranda,Emerg prog,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6Gl-n6KZrUBsZYsK8G_PHCL3SRq1pUB6-lvr5=w408-h544-k-no,"Av. Maipú 2683, B1636 Olivos, Provincia de Buenos Aires"
0322-56956,28/3/2022,OESTE,CDD Hurlingham,Encalada Roberto Nahuel,Sin luz (VER E-MAIL),Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,SUC_Images/171.IMAGEN.115226.png,"Av. Gdor. Vergara 3443, Hurlingham, Provincia de Buenos Aires"
0322-56957,28/3/2022,OESTE,CDD Ramos Mejia,Encalada Roberto Nahuel,Olor a gas en estufa,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LpASo17n_LbiSOMFDBUz_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=180.29376&pitch=0&thumbfov=100,"Av. Rivadavi:a 14178, Ramos Mejía, Provincia de Buenos Aires"
0322-56958,28/3/2022,NORTE,CDD San Miguel,Encalada Roberto Nahuel,Termo,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZPWub2nJ8CUWyEcbIua0lw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.23642&pitch=0&thumbfov=100,"Belgrano 1374, B1663NMA San Miguel, Provincia de Buenos Aires"
0322-56959,28/3/2022,EDIFICIOS,Planta Retiro,Jara Benitez Rodrigo,Caño del baño/Andres Fresco,Emerg. Alta,SANITARIO,REALIZADO,,,,,,,,SUC_Images/8.IMAGEN.024956.png,"Av. Antártida Argentina 1100, C1104 CABA"
0322-56960,28/3/2022,OESTE,Ramos Mejia,Encalada Roberto Nahuel,Filtración techo baño y vestuario,Emerg prog,SANITARIO,REALIZADO,,,,,,,,SUC_Images/163.IMAGEN.005842.png,"Av. Rivadavia 14180, Ramos Mejía, Provincia de Buenos Aires"
0322-56961,28/3/2022,SUR,CDD Claypole,Sarmiento Ariel,Luminarias,Emerg prog,ELECTRICIDAD,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=koYFY6ocy62e4r54iF325Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.62024&pitch=0&thumbfov=100,"Remedios de Escalada de San Martín 723, Claypole, Provincia de Buenos Aires"
0322-56962,28/3/2022,CABA,Plaza R. Peña,Aquino Diego Daniel,Problemas eléctricos,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPzt6CI74dzTlhpOcW3eW9rnZyN2KQigLjnEsrl=w408-h306-k-no,"Uruguay 1069, C1016 CABA"
0322-56963,28/3/2022,OESTE,Moreno,Encalada Roberto Nahuel,Fuerte olor de los baños,Normal,SANITARIO,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMHXci7JF1QAD8Sp1DSY3_K52f5w9JYGdEPaxU2=w408-h306-k-no,"Av. Bartolomé Mitre 2402, B1744 Moreno, Provincia de Buenos Aires"
0322-56964,28/3/2022,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Cerrajeria/Yesica Lucena (int 1623),Normal,CIVIL,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0322-56965,28/3/2022,NORTE,Olivos,Cuello Francisco Waldemar,Sin agua,Emerg. Alta,SANITARIO,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6Gl-n6KZrUBsZYsK8G_PHCL3SRq1pUB6-lvr5=w408-h544-k-no,"Av. Maipú 2683, B1636 Olivos, Provincia de Buenos Aires"
0322-56966,29/3/2022,OESTE,Haedo,Encalada Roberto Nahuel,Puerta,Normal,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNM9OXvZeweHwVyBIxxBRFiq7E-_gdxGMjjWrKw=w408-h306-k-no,"Av. Rivadavia 16380, B1706 Haedo, Provincia de Buenos Aires"
0322-56967,29/3/2022,EDIFICIOS,Edificio French,Aquino Diego Daniel,Luminarias/Miguel Grande,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
0322-56968,29/3/2022,SUR,Gerli,Sarmiento Ariel,Pasa paquetes,Emerg prog,CIVIL,REALIZADO,,,,,,,,SUC_Images/205.IMAGEN.014820.png,"Av. Hipólito Yrigoyen 2317, B1823 Gerli, Provincia de Buenos Aires"
0322-56969,29/3/2022,NORTE,CDD San Fernando,Cuello Francisco Waldemar,Luminarias,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=skSeLQuUHjs4YTdd3XlSJw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=34.767384&pitch=0&thumbfov=100,"Avenida Presidente Perón 724, San Fernando, Provincia de Buenos Aires"
0322-56970,29/3/2022,SUR,Luis Guillon,Sarmiento Ariel,Trabajos varios,Normal,VARIOS,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Pp2Xc5KITqYq9hqck7lgBA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=326.51862&pitch=0&thumbfov=100,"Blvd. Buenos Aires 1758, B1838AHU Luis Guillon, Provincia de Buenos Aires"
0322-56971,29/3/2022,EDIFICIOS,Planta Tortuguitas,Rodriguez Basualdo Jose Luis,Rampas/Kloster,Emerg prog,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPqv3sg6IYJHzQwMqZ16zY_RyrfO09qdvbK5X-f=w408-h306-k-no,"B1667JHH, Estados Unidos 4602-5100, B1667JHH Area de Promoción El Triángulo, Provincia de Buenos Aires"
0322-56972,29/3/2022,EDIFICIOS,Edificio French,Aquino Diego Daniel,Cerrajeria/María Gimenez,Normal,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
0322-56973,30/3/2022,CABA,Aeroparque,Aquino Diego Daniel,Olor a gas y no prenden las estufas,Emerg. Alta,VARIOS,REALIZADO,,,,,,,,SUC_Images/9.IMAGEN.220254.png,"Aeroparque Internacional Jorge Newbery, Buenos Aires"
0322-56974,30/3/2022,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Pileta/Servicio Médico,Normal,CIVIL,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0322-56975,30/3/2022,OESTE,CDD Moreno,Encalada Roberto Nahuel,"Bancos, puerta y luminarias",Normal,VARIOS,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNil2P6UIekPoDk1qYg6EAYGyFDYmJ4UhhIivvv=w408-h306-k-no,"AJC, Maipú 76, B1744 Moreno, Provincia de Buenos Aires"
0322-56976,30/3/2022,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Gaveta/Pizarro,Normal,SANITARIO,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0322-56977,30/3/2022,CABA,CDD 30,Aquino Diego Daniel,Baños y bomba de agua,Emerg prog,SANITARIO,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YJwOSzXFJeDtEICacLkKdA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=150.18808&pitch=0&thumbfov=100,Av. Monroe 3390 C1430BKN CABA
0322-56978,30/3/2022,CABA,CDD 6,Aquino Diego Daniel,Portón,Emerg prog,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_WtvQaH7MXv6trBlZlm4Cg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.94147&pitch=0&thumbfov=100,Av. Juan Bautista Alberdi 3177 B1406 Buenos Aires
0322-56979,30/3/2022,NORTE,Villa Adelina,Cuello Francisco Waldemar,Luz del baño y picaporte,Normal,VARIOS,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zcaPcAhhUh2xm3apsVMHhg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.77728&pitch=0&thumbfov=100,"Paraná 6001, B1607 Villa Adelina, Provincia de Buenos Aires"
0322-56980,30/3/2022,NORTE,Villa Adelina,Cuello Francisco Waldemar,Olor a cloacas,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zcaPcAhhUh2xm3apsVMHhg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.77728&pitch=0&thumbfov=100,"Paraná 6001, B1607 Villa Adelina, Provincia de Buenos Aires"
0322-56981,30/3/2022,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Cerrajeria/Scoppa (int. 1552),Normal,CIVIL,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0322-56982,30/3/2022,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Cerrajeria/Cesar Pizarro,Normal,CIVIL,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0322-56983,30/3/2022,CABA,CDD 12,Aquino Diego Daniel,Reflectror,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Yn9timrFkP1MgByJnx5ODg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=295.00632&pitch=0&thumbfov=100,Av. Pueyrredón 1352 C1118*AAQ CABA
0322-56984,30/3/2022,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Tapa de piso/Patricia Beccar,Normal,CIVIL,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0322-56985,30/3/2022,EDIFICIOS,Edificio French,Aquino Diego Daniel,Cerrajeria/Anabella Prado,Normal,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
0322-56986,30/3/2022,CABA,Villa Lugano,Aquino Diego Daniel,Mochila,Emerg. Alta,SANITARIO,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oO_v5DXmHH1m3NFxf5oxSA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=317.20813&pitch=0&thumbfov=100,"Av. Riestra 5719, C1439BYI CABA"
0322-56987,30/3/2022,EDIFICIOS,Edificio French,Aquino Diego Daniel,Piso/Fernando Rodriguez,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
0322-56988,30/3/2022,CABA,Nueva Pompeya,Aquino Diego Daniel,Puerta e inodoro,Emerg prog,SANITARIO,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOPJjc-Hg1UEcr60mrdI76RSuRgPxJHDwhj_AG6=w426-h240-k-no,"Del Barco Centenera 2933, C1437ACB Cdad. Autónoma de Buenos Aires"
0322-56989,30/3/2022,OESTE,CDD Morón,Encalada Roberto Nahuel,Luminarias sector paqueteria (se desprende del 56943),Emerg prog,ELECTRICIDAD,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XTLs7xW8AKbn_6tXGOALqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.12897&pitch=0&thumbfov=100,"República Oriental del Uruguay 346, B1708JFH Morón, Provincia de Buenos Aires"
0322-56990,30/3/2022,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Puerta/Napal,Normal,CIVIL,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0322-56991,31/3/2022,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Luminarias/Trujillo (int. 1867),Normal,ELECTRICIDAD,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0322-56992,31/3/2022,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Luminarias/Rey (int. 1237),Normal,ELECTRICIDAD,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0322-56993,31/3/2022,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Toma/Stegmann (int. 1497),Normal,ELECTRICIDAD,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0322-56994,31/3/2022,SUR,CDD Banfield,Sarmiento Ariel,Reflector y pileta baño,Normal,VARIOS,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QD2BBh2FQgqtT6IZfDC5DA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.87666&pitch=0&thumbfov=100,"Antonio Berutti 1248, Banfield, Provincia de Buenos Aires"
0322-56995,31/3/2022,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Recolocar paneles y retirar cosas/Damian Vallejos (int. 1917),Normal,VARIOS,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0322-56996,31/3/2022,CABA,Monserrat,Aquino Diego Daniel,Puerta de ingreso,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipN9Hqn2wREeiElbn2AqU28Pf8JG1neU-2yaYQnk=w408-h544-k-no,"Av. Entre Ríos 452, C1079 CABA"
0422-56997,1/4/2022,OESTE,San Justo,Encalada Roberto Nahuel,Mochilas,Emerg. Alta,SANITARIO,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipND-sedo6PM6xgMCiOtrywX6-aJ6fDEU_CqIikT=w408-h306-k-no,"Almafuerte 3171, B1754 San Justo, Provincia de Buenos Aires"
0422-56998,1/4/2022,SUR,Berazategui,Sarmiento Ariel,Puerta,Emerg prog,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SyQWy4xf0DQqF7MgajniBg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.02576&pitch=0&thumbfov=100,"C. 15 4751, B1884 Berazategui, Provincia de Buenos Aires"
0422-56999,1/4/2022,NORTE,CDD San Miguel,Encalada Roberto Nahuel,Sin gas,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZPWub2nJ8CUWyEcbIua0lw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.23642&pitch=0&thumbfov=100,"Belgrano 1374, B1663NMA San Miguel, Provincia de Buenos Aires"
0422-57000,1/4/2022,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Luminarias/Ramseyer (int. 1252),Normal,ELECTRICIDAD,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0422-57001,1/4/2022,EDIFICIOS,Edificio French,Aquino Diego Daniel,Flotante del tanque reserva/Astudillo,Emerg. Alta,SANITARIO,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
0422-57002,1/4/2022,CABA,Villa Lugano,Aquino Diego Daniel,Cortina,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oO_v5DXmHH1m3NFxf5oxSA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=317.20813&pitch=0&thumbfov=100,"Av. Riestra 5719, C1439BYI CABA"
0422-57003,1/4/2022,SUR,Agencia Hudson,Sarmiento Ariel,Trabajos varios,Emerg prog,VARIOS,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SbAb9JNoRxKA7e8sQ4DRDQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=27.576595&pitch=0&thumbfov=100,"C. 159 5443, B1885 Guillermo E Hudson, Provincia de Buenos Aires"
0422-57004,1/4/2022,OESTE,CDD Merlo,Encalada Roberto Nahuel,Baños,Emerg prog,SANITARIO,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=whu_ZLx0juXJQzSpoHukcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=288.47855&pitch=0&thumbfov=100,"Av. del Libertador no 556, Merlo, Provincia de Buenos Aires"
0422-57005,1/4/2022,EDIFICIOS,Edificio French,Aquino Diego Daniel,Muebles/Jonathan Merlo-Ramponi,Normal,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
0422-57006,1/4/2022,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Tubos/Verónica Rodriguez,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0422-57007,1/4/2022,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Cerrajeria/Miguel Niglia,Normal,CIVIL,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0422-57008,1/4/2022,CABA,CDD 16,Aquino Diego Daniel,Tabla inodoro y botón mochila,Normal,VARIOS,REALIZADO,Ticket_Images/0422-57008.OT.151654.jpg,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hHdUpUk0t9F7a3kt5Z3Wzw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.00166&pitch=0&thumbfov=100,"Av. San Martín no 2710, Buenos Aires"
0422-57009,1/4/2022,EDIFICIOS,Edificio French,Aquino Diego Daniel,Cerrajeria/Marisol Souza,Normal,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
0422-57010,1/4/2022,NORTE,Santa Barbara,Cuello Francisco Waldemar,"Escribania, escritorio y estanterias",Normal,VARIOS,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KNYH7uHUacEtn82a213Reg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=25.05887&pitch=0&thumbfov=100,"Corredor Bancalari - Benavidez 3901, B1617 Gral. Pacheco, Provincia de Buenos Aires"
